pdb_id,designed_chain,fixed_chain,beta,replicate,net_charge_reported,n_residues_interface,n_residues_surface,n_residues_core,n_residues_total,charge_interface_simple,charge_surface_simple,charge_core_simple,charge_total_simple,charge_interface_ph7.4_emboss,charge_surface_ph7.4_emboss,charge_core_ph7.4_emboss,charge_total_ph7.4_emboss,charge_shift_interface_simple,charge_shift_surface_simple,charge_shift_core_simple,charge_shift_total_simple,charge_density_interface_simple,charge_density_surface_simple,charge_density_core_simple,native_charge_total_simple,n_mutations_from_native
1XV9,B,A,-3.0,0,-204.0,26,85,135,246,-25,-79,-100,-204,-24.989694296207865,-79.02738047307787,-99.97164896172174,-203.98872373100744,-23,-78,-99,-200,-0.9615384615384616,-0.9294117647058824,-0.7407407407407407,-4,202
1XV9,B,A,-1.5,0,-125.0,26,85,135,246,-24,-71,-30,-125,-23.989825615632313,-71.02843102847342,-29.885227304002818,-124.90348394810856,-22,-70,-29,-121,-0.9230769230769231,-0.8352941176470589,-0.2222222222222222,-4,170
1XV9,B,A,0.0,0,-13.0,26,85,135,246,-2,-14,3,-13,-1.8860510515909557,-14.048253750401692,3.217985431338541,-12.716319370654109,0,-13,4,-9,-0.07692307692307693,-0.16470588235294117,0.022222222222222223,-4,154
1XV9,B,A,1.5,0,103.0,26,85,135,246,21,63,19,103,20.998273170295498,62.92569286318973,18.839106626421845,102.76307265990707,23,64,20,107,0.8076923076923077,0.7411764705882353,0.14074074074074075,-4,170
1XV9,B,A,3.0,0,177.0,26,85,135,246,25,75,77,177,24.994341342167964,74.91252138737894,76.97383170526184,176.88069443480876,27,76,78,181,0.9615384615384616,0.8823529411764706,0.5703703703703704,-4,199
3PNL,A,B,-3.0,0,-232.0,23,115,218,356,-23,-98,-111,-232,-22.990511360176317,-98.01878672769831,-110.69890107116768,-231.7081991590423,-22,-80,-112,-214,-1.0,-0.8521739130434782,-0.5091743119266054,-18,227
3PNL,A,B,-1.5,0,-90.0,23,115,218,356,-6,-67,-17,-90,-5.998944116887328,-67.02875033131818,-16.255052721099894,-89.2827471693054,-5,-49,-18,-72,-0.2608695652173913,-0.5826086956521739,-0.0779816513761468,-18,176
3PNL,A,B,0.0,0,-13.0,23,115,218,356,-1,-22,10,-13,-0.7754563522680658,-22.0471419809943,10.662600221923615,-12.159998111338746,0,-4,9,5,-0.043478260869565216,-0.19130434782608696,0.045871559633027525,-18,175
3PNL,A,B,1.5,0,94.0,23,115,218,356,7,68,19,94,6.997276084670911,68.0298740035224,19.2845833198024,94.31173340799572,8,86,18,112,0.30434782608695654,0.591304347826087,0.0871559633027523,-18,186
3PNL,A,B,3.0,0,189.0,23,115,218,356,20,95,74,189,19.99711109693959,94.9100224898436,73.90689807272793,188.8140316595111,21,113,73,207,0.8695652173913043,0.8260869565217391,0.3394495412844037,-18,227
2R9Q,B,D,-3.0,0,-232.0,23,119,200,342,-20,-108,-104,-232,-19.99219897706194,-108.01507102460245,-103.74619848585544,-231.75346848751983,-20,-103,-99,-222,-0.8695652173913043,-0.907563025210084,-0.52,-10,228
2R9Q,B,D,-1.5,0,-145.0,23,119,200,342,-16,-82,-47,-145,-15.995269969049994,-81.91360911984812,-46.66767577441469,-144.5765548633128,-16,-77,-42,-135,-0.6956521739130435,-0.6890756302521008,-0.235,-10,187
2R9Q,B,D,0.0,0,-10.0,23,119,200,342,2,-11,-1,-10,1.9982191880224702,-11.056673349344404,-0.6432270675525881,-9.70168122887452,2,-6,4,0,0.08695652173913043,-0.09243697478991597,-0.005,-10,178
2R9Q,B,D,1.5,0,120.0,23,119,200,342,11,83,26,120,10.996361313317289,83.02476689806767,26.197295345055796,120.21842355644074,11,88,31,130,0.4782608695652174,0.6974789915966386,0.13,-10,182
2R9Q,B,D,3.0,0,194.0,23,119,200,342,18,102,74,194,17.994355683157263,102.02057137896634,74.19350449613438,194.20843155825793,18,107,79,204,0.782608695652174,0.8571428571428571,0.37,-10,215
1I8L,A,C,-3.0,0,-134.0,11,96,92,199,-11,-83,-40,-134,-10.995598552360152,-83.02588955057985,-40.28759577420869,-134.3090838771487,-15,-69,-43,-127,-1.0,-0.8645833333333334,-0.43478260869565216,-7,138
1I8L,A,C,-1.5,0,-85.0,11,96,92,199,-7,-65,-13,-85,-6.999039161094585,-65.03412556522747,-13.18798989640544,-85.22115462272747,-11,-51,-16,-78,-0.6363636363636364,-0.6770833333333334,-0.14130434782608695,-7,118
1I8L,A,C,0.0,0,-13.0,11,96,92,199,0,-15,2,-13,-0.000697118689227394,-15.056542723583908,1.8089933583501958,-13.248246483922939,-4,-1,-1,-6,0.0,-0.15625,0.021739130434782608,-7,104
1I8L,A,C,1.5,0,79.0,11,96,92,199,6,56,17,79,5.996011023888496,55.914847997657446,16.801442160904433,78.71230118245037,2,70,14,86,0.5454545454545454,0.5833333333333334,0.18478260869565216,-7,118
1I8L,A,C,3.0,0,131.0,11,96,92,199,10,84,37,131,9.997580534657164,84.01599302906678,36.68807184867866,130.70164541240257,6,98,34,138,0.9090909090909091,0.875,0.40217391304347827,-7,139
3TFY,A,D,-3.0,0,-101.0,6,72,77,155,-5,-59,-37,-101,-4.998234552638667,-59.03532470145481,-36.99363950801174,-101.02719876210521,-7,-62,-38,-107,-0.8333333333333334,-0.8194444444444444,-0.4805194805194805,6,107
3TFY,A,D,-1.5,0,-64.0,6,72,77,155,-3,-51,-10,-64,-3.0028493865753836,-51.03877776570177,-10.086806691954004,-64.12843384423115,-5,-54,-11,-70,-0.5,-0.7083333333333334,-0.12987012987012986,6,91
3TFY,A,D,0.0,0,0.0,6,72,77,155,-2,-1,3,0,-2.0029807059998292,-1.0624838409067028,2.9852994680567084,-0.08016507884982316,-4,-4,2,-6,-0.3333333333333333,-0.013888888888888888,0.03896103896103896,6,90
3TFY,A,D,1.5,0,63.0,6,72,77,155,2,51,10,63,1.9972128133406621,50.91964960100101,10.092604159072675,63.00946657341436,0,48,9,57,0.3333333333333333,0.7083333333333334,0.12987012987012986,6,92
3TFY,A,D,3.0,0,92.0,6,72,77,155,4,61,27,92,3.9971969269021583,60.91883141930386,26.905587597296165,91.82161594350218,2,58,26,86,0.6666666666666666,0.8472222222222222,0.35064935064935066,6,92
1TO9,A,B,-3.0,0,-190.0,19,83,123,225,-18,-80,-92,-190,-18.992303151706462,-79.02611395924548,-91.96783449984422,-189.98625161079616,-17,-75,-87,-179,-0.9473684210526315,-0.963855421686747,-0.7479674796747967,-11,185
1TO9,A,B,-1.5,0,-105.0,19,83,123,225,-11,-66,-28,-105,-11.998868241377695,-65.03012852873164,-28.00780105172317,-105.0367978218325,-10,-61,-23,-94,-0.5789473684210527,-0.7951807228915663,-0.22764227642276422,-11,136
1TO9,A,B,0.0,0,-13.0,19,83,123,225,-1,-12,0,-13,-2.002993826908069,-10.941582744626375,0.3934909902826731,-12.551085581251773,0,-7,5,-2,-0.05263157894736842,-0.14457831325301204,0.0,-11,138
1TO9,A,B,1.5,0,98.0,19,83,123,225,7,68,23,98,5.99466324865444,68.90952414299637,22.860509556715517,97.76469694836632,8,73,28,109,0.3684210526315789,0.8192771084337349,0.18699186991869918,-11,147
1TO9,A,B,3.0,0,180.0,19,83,123,225,18,79,83,180,16.998845469682667,79.91350116687276,83.0218861823696,179.934232818925,19,84,88,191,0.9473684210526315,0.9518072289156626,0.6747967479674797,-11,181
1QBK,C,B,-3.0,0,-142.0,35,64,91,190,-33,-60,-49,-142,-32.98767809601208,-60.03227805099371,-48.98298966799638,-142.0029458150022,-40,-65,-46,-151,-0.9428571428571428,-0.9375,-0.5384615384615384,9,149
1QBK,C,B,-1.5,0,-88.0,35,64,91,190,-24,-44,-20,-88,-23.99021506161238,-44.039901686955545,-19.997330623654875,-88.02744737222278,-31,-49,-17,-97,-0.6857142857142857,-0.6875,-0.21978021978021978,9,132
1QBK,C,B,0.0,0,-2.0,35,64,91,190,0,2,-4,-2,-0.0024824330069376233,1.940549576340716,-4.000109631122305,-2.0620424877885273,-7,-3,-1,-11,0.0,0.03125,-0.04395604395604396,9,121
1QBK,C,B,1.5,0,82.0,35,64,91,190,25,44,13,82,24.996558292826137,43.93062606038151,12.994580501339758,81.9217648545474,18,39,16,73,0.7142857142857143,0.6875,0.14285714285714285,9,128
1QBK,C,B,3.0,0,127.0,35,64,91,190,32,59,36,127,31.99229445046247,58.921618605963204,35.9918726720604,126.90578572848607,25,54,39,118,0.9142857142857143,0.921875,0.3956043956043956,9,136
